nom,type,adresse,code_postal,commune,code_insee,tel,gestion,gestionnaire,capacite,nb_accueil_fam,age_mini_mois,age_maxi_annee,handicap,geo_shape,geo_point_2d
Les Petits Chaperons Rouges Clamart Jaurès,Micro crèche,132 134 AVENUE JEAN JAURES,92140,CLAMART,92023,,Privé,Société LPCR Groupe,12.0,,2.5,4.0,,"{""coordinates"": [2.268326999421807, 48.80809600028587], ""type"": ""Point""}","48.80809600028587, 2.268326999421807"
Les Petits Chaperons Rouges Clichy Antonini,Multi-accueil,7 ALLEE DES PETITS MARAIS,92110,CLICHY,92024,,Commune,Commune de Clichy,75.0,,2.5,4.0,5.0,"{""coordinates"": [2.3055279995020768, 48.90702199999934], ""type"": ""Point""}","48.90702199999934, 2.3055279995020768"
Les Petits Pas,Multi-accueil,6 PLACE SILLY,92210,SAINT CLOUD,92064,01 47 71 24 98,Commune,Commune de Saint-Cloud,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.218497999809461, 48.84395100020656], ""type"": ""Point""}","48.84395100020656, 2.218497999809461"
Les Petits Sourires,Multi-accueil,135 RUE DE BILLANCOURT,92100,BOULOGNE BILLANCOURT,92012,09 80 71 51 65,Privé,Société People and Baby,15.0,,2.5,4.0,5.0,"{""coordinates"": [2.2369630005917496, 48.83547000028868], ""type"": ""Point""}","48.83547000028868, 2.2369630005917496"
Les P'tits As,Crèche parentale,5 TER RUE DU DOCTEUR ARNAUDET,92190,MEUDON,92048,01 41 14 99 95,Associatif,Association Les P'tits As,18.0,,2.5,4.0,,"{""coordinates"": [2.247574000475249, 48.815517000342496], ""type"": ""Point""}","48.815517000342496, 2.247574000475249"
Les P'tits Babadins,Micro crèche,32 RUE GEORGES HUGUET,92140,CLAMART,92023,,Privé,Société HGI Developpement,10.0,,2.5,4.0,,"{""coordinates"": [2.2685179996961815, 48.80294800010538], ""type"": ""Point""}","48.80294800010538, 2.2685179996961815"
Les Rainettes,Multi-accueil,136 RUE MARIUS AUFAN,92300,LEVALLOIS,92044,,Commune,Commune de Levallois,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.280609999742977, 48.895300999570196], ""type"": ""Point""}","48.895300999570196, 2.280609999742977"
Les Tilleuls,Multi-accueil,70 RUE ESCUDIER,92100,BOULOGNE BILLANCOURT,92012,01 55 18 46 93,Commune,Commune de Boulogne-Billancourt,60.0,,2.5,4.0,,"{""coordinates"": [2.2412950004277548, 48.843891000240745], ""type"": ""Point""}","48.843891000240745, 2.2412950004277548"
L'île au trésor,Multi-accueil,86 88 RUE VICTOR HUGO,92270,BOIS COLOMBES,92009,01 47 82 20 68,Commune,Commune de Bois-Colombes,51.0,5.0,2.5,4.0,,"{""coordinates"": [2.270395000550181, 48.91807899993723], ""type"": ""Point""}","48.91807899993723, 2.270395000550181"
L'Ile aux Pirates,Multi-accueil,12 RUE DE LA GALIOTE,92130,ISSY LES MOULINEAUX,92040,01 40 93 18 10,Commune,Commune d'Issy-les-Moulineaux,60.0,,2.5,4.0,,"{""coordinates"": [2.260573999376287, 48.82526900024504], ""type"": ""Point""}","48.82526900024504, 2.260573999376287"
L'Ile aux Trésors,Multi-accueil,9 RUE PIERRE D ARTAGNAN,92350,LE PLESSIS ROBINSON,92060,01 46 32 16 90,Commune,Commune du Plessis-Robinson,30.0,,12.0,4.0,,"{""coordinates"": [2.2589620003793653, 48.780891999878826], ""type"": ""Point""}","48.780891999878826, 2.2589620003793653"
L'îlot z'enfants,Multi-accueil,101 AVENUE HENRI BARBUSSE,92140,CLAMART,92023,01 41 46 68 60,Public autre,IGESA,32.0,,2.5,4.0,,"{""coordinates"": [2.2575859994705416, 48.81452200022505], ""type"": ""Point""}","48.81452200022505, 2.2575859994705416"
L'Orange Bleue,Multi-accueil,4 ALLEE DE L AMITIE,92500,RUEIL MALMAISON,92063,,Commune,Commune de Rueil-Malmaison,95.0,,2.5,4.0,5.0,"{""coordinates"": [2.1791989999860486, 48.879827999616836], ""type"": ""Point""}","48.879827999616836, 2.1791989999860486"
LPCR Levallois-Perret Danton,Multi-accueil,46 RUE DANTON,92300,LEVALLOIS,92044,01 41 05 58 73,Privé,Société LPCR Groupe,24.0,,2.5,4.0,5.0,"{""coordinates"": [2.284989000494941, 48.889211000372164], ""type"": ""Point""}","48.889211000372164, 2.284989000494941"
Lunazen,Micro crèche,114 AVENUE DE L AGENT SARRE,92270,BOIS COLOMBES,92009,,Privé,Société Lunazen,10.0,,4.0,4.0,,"{""coordinates"": [2.2693050004233544, 48.92545400023621], ""type"": ""Point""}","48.92545400023621, 2.2693050004233544"
Méli-Mélo,Micro crèche,75 RUE DE COLOMBES,92400,COURBEVOIE,92026,01 47 68 79 08,Privé,Société La Maison Bleue,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.256034000260856, 48.902203999621854], ""type"": ""Point""}","48.902203999621854, 2.256034000260856"
Meudon Trivaux,Multi-accueil,11 BIS AVENUE DU MARECHAL DE LATTRE DE TASSIGNY,92360,MEUDON,92048,,Privé,Société LPCR Groupe,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.227372999475135, 48.784839000354985], ""type"": ""Point""}","48.784839000354985, 2.227372999475135"
Micro Chouette Chénier,Micro crèche,42 RUE ANDRE CHENIER,92270,BOIS COLOMBES,92009,,Privé,Société Codesa,12.0,,2.5,4.0,,"{""coordinates"": [2.2699540005177195, 48.924176000362785], ""type"": ""Point""}","48.924176000362785, 2.2699540005177195"
Micro-crèche Barbara,Micro crèche,12 RUE BARBES,92300,LEVALLOIS,92044,01 57 64 00 19,Privé,Société Volga,10.0,,2.5,4.0,,"{""coordinates"": [2.2812320000527744, 48.89005899990075], ""type"": ""Point""}","48.89005899990075, 2.2812320000527744"
Micro-crèche Ol'timecare,Micro crèche,121 RUE DE BELLEVUE,92100,BOULOGNE BILLANCOURT,92012,,Privé,Société D&NCARE,7.0,,4.0,4.0,,"{""coordinates"": [2.2323720001350162, 48.831536000263014], ""type"": ""Point""}","48.831536000263014, 2.2323720001350162"
Montrouge Chateaubriand 2,Micro crèche,7 RUE DE CHATEAUBRIAND,92120,MONTROUGE,92039,,Privé,Société BDR 92 Montrouge 7 Chateaubriand,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.3098100000179445, 48.81140699978531], ""type"": ""Point""}","48.81140699978531, 2.3098100000179445"
Montrouge Pierre Brossolette,Multi-accueil,203 AVENUE PIERRE BROSSOLETTE,92120,MONTROUGE,92049,,Privé,Société LPCR Groupe,29.0,,2.5,4.0,5.0,"{""coordinates"": [2.3018850003841185, 48.81299500044692], ""type"": ""Point""}","48.81299500044692, 2.3018850003841185"
Muscade,Multi-accueil,30 RUE DU 19 JANVIER,92380,GARCHES,92033,01 47 41 38 07,Privé,Société La Maison Bleue - Garches,16.0,,2.5,4.0,5.0,"{""coordinates"": [2.198544000406801, 48.849897000182196], ""type"": ""Point""}","48.849897000182196, 2.198544000406801"
Nanterre Challenge 92,Multi-accueil,79 105 AVENUE FRANCOIS ARAGO,92000,NANTERRE,92050,,Privé,Société LPCR Groupe,54.0,,2.5,4.0,5.0,"{""coordinates"": [2.2245499994013245, 48.901131999575426], ""type"": ""Point""}","48.901131999575426, 2.2245499994013245"
Nanterre La Boule,Multi-accueil,3 5 AVENUE DU MARECHAL JOFFRE,92000,NANTERRE,92050,,Privé,Société LPCR Groupe,36.0,,2.5,4.0,5.0,"{""coordinates"": [2.1997050000020835, 48.88654400019261], ""type"": ""Point""}","48.88654400019261, 2.1997050000020835"
Nanterre Sud Est,Multi-accueil,20 BOULEVARD DU SUD EST,92000,NANTERRE,92050,,Privé,Société LPCR Groupe,56.0,,2.5,4.0,,"{""coordinates"": [2.19653899932752, 48.88929000032312], ""type"": ""Point""}","48.88929000032312, 2.19653899932752"
Nougatine,Multi-accueil,10 RUE PIERRE BROSSOLETTE,92300,LEVALLOIS,92044,09 51 05 56 94,Privé,Société People and Baby,77.0,,2.5,4.0,,"{""coordinates"": [2.2916450001075073, 48.895028000231044], ""type"": ""Point""}","48.895028000231044, 2.2916450001075073"
Ô 3 P'tits Chats,Micro crèche,110 RUE PIERRE BROSSOLETTE,92320,CHATILLON,92020,,Privé,Société Ô 3 P'tits Chats,12.0,,2.5,4.0,,"{""coordinates"": [2.2749129995800232, 48.801787000388586], ""type"": ""Point""}","48.801787000388586, 2.2749129995800232"
Pierre Valette,Multi-accueil,46 RUE PIERRE VALETTE,92240,MALAKOFF,92046,,Commune,Commune de Malakoff,40.0,,2.5,4.0,,"{""coordinates"": [2.3013369998279276, 48.817070000438726], ""type"": ""Point""}","48.817070000438726, 2.3013369998279276"
Pirouette,Multi-accueil,6 SQUARE DES ALPES,92160,ANTONY,92002,01 46 68 54 70,Associatif,Institut d'Education et des Pratiques Citoyennes,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.2874910002611726, 48.73704200037785], ""type"": ""Point""}","48.73704200037785, 2.2874910002611726"
Pistache,Multi-accueil,5 7 RUE DE LA GARE,92130,ISSY LES MOULINEAUX,92040,01 46 45 32 01,Privé,Société La Maison Bleue,13.0,,2.5,4.0,5.0,"{""coordinates"": [2.2552680004741843, 48.821823000151284], ""type"": ""Point""}","48.821823000151284, 2.2552680004741843"
Plein Coeur,Multi-accueil,6 RUE AGUADO,92230,GENNEVILLIERS,92036,01 47 94 18 56,Associatif,Association Plein Grés,31.0,,2.5,4.0,,"{""coordinates"": [2.295694000263099, 48.9327079996256], ""type"": ""Point""}","48.9327079996256, 2.295694000263099"
Rainbow,Micro crèche,25 RUE GEORGES BOISSEAU,92110,CLICHY,92024,,Privé,Société Microbaby,10.0,,4.5,4.0,,"{""coordinates"": [2.316671000574038, 48.904063000399894], ""type"": ""Point""}","48.904063000399894, 2.316671000574038"
Rueil Lionel Terray,Multi-accueil,7 9 RUE LIONEL TERRAY,92500,RUEIL MALMAISON,92063,01 47 49 11 19,Privé,Société Crèches de France,28.0,,2.5,4.0,5.0,"{""coordinates"": [2.178666000664516, 48.86167799988547], ""type"": ""Point""}","48.86167799988547, 2.178666000664516"
Safran,Micro crèche,19 RUE VAUTHIER,92100,BOULOGNE BILLANCOURT,92012,01 41 41 93 13,Privé,Société Microbaby,11.0,,2.5,4.0,5.0,"{""coordinates"": [2.2411890000401335, 48.845455999551326], ""type"": ""Point""}","48.845455999551326, 2.2411890000401335"
Sainte Amélie,Multi-accueil,24 RUE DES POISSONNIERS,92200,NEUILLY SUR SEINE,92051,01 55 62 01 43,Commune,Commune de Neuilly-sur-Seine,60.0,,2.5,4.0,,"{""coordinates"": [2.2641130001006875, 48.884748999761136], ""type"": ""Point""}","48.884748999761136, 2.2641130001006875"
Sartoris,Multi-accueil,5 BIS RUE SARTORIS,92250,LA GARENNE COLOMBES,92035,01 42 42 48 90,Commune,Commune de la Garenne-Colombes,28.0,,12.0,4.0,,"{""coordinates"": [2.255021000600619, 48.90956999989514], ""type"": ""Point""}","48.90956999989514, 2.255021000600619"
SMA Issy-les-Moulineaux,Multi-accueil,3 RUE DU GENERAL GUICHARD,92130,ISSY LES MOULINEAUX,92040,01 84 22 40 50,Public autre,IGESA,60.0,,2.5,4.0,,"{""coordinates"": [2.267050999594495, 48.81555599959398], ""type"": ""Point""}","48.81555599959398, 2.267050999594495"
Solidarité Formation Médiation,Multi-accueil,110 RUE MARTRE,92110,CLICHY,92024,01 47 31 18 58,Associatif,Association Solidarité Formation Médiation,15.0,,9.0,4.0,,"{""coordinates"": [2.304271000558096, 48.90528299957765], ""type"": ""Point""}","48.90528299957765, 2.304271000558096"
Souris Verte,Multi-accueil,310 BOULEVARD DES PROVINCES FRANCAISES,92000,NANTERRE,92050,01 70 72 47 90,Commune,Commune de Nanterre,56.0,,2.5,4.0,5.0,"{""coordinates"": [2.215755999808253, 48.90099199990901], ""type"": ""Point""}","48.90099199990901, 2.215755999808253"
Soyer,Multi-accueil,3 5 RUE SOYER,92200,NEUILLY SUR SEINE,92051,01 55 62 62 15,Commune,Commune de Neuilly-sur-Seine,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2618239993901565, 48.88745700043944], ""type"": ""Point""}","48.88745700043944, 2.2618239993901565"
Tillou Clichy Jaurès,Micro crèche,18 RUE DE PARIS,92110,CLICHY,92024,,Privé,Société Tillou Crèche,12.0,,2.5,4.0,,"{""coordinates"": [2.30761500008327, 48.89742499967917], ""type"": ""Point""}","48.89742499967917, 2.30761500008327"
Tillou Montrouge Barbara,Multi-accueil,147 AVENUE HENRI GINOUX,92120,MONTROUGE,92049,01 47 46 07 62,Privé,Société Tillou Crèche,20.0,,2.5,4.0,,"{""coordinates"": [2.318784000252463, 48.81164999958864], ""type"": ""Point""}","48.81164999958864, 2.318784000252463"
Tom Pouce,Multi-accueil,8 SQUARE VICTOR HUGO,92300,LEVALLOIS,92044,01 47 31 18 04,Commune,Commune de Levallois,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.2985619998121427, 48.89473500021705], ""type"": ""Point""}","48.89473500021705, 2.2985619998121427"
Valentin et Capucine,Multi-accueil,137 AVENUE D ARGENTEUIL,92600,ASNIERES SUR SEINE,92004,09 60 04 37 70,Associatif,Association Toupty,41.0,,2.5,4.0,,"{""coordinates"": [2.2820110006404715, 48.916624999948134], ""type"": ""Point""}","48.916624999948134, 2.2820110006404715"
Veuve Lacroix,Multi-accueil,7 RUE VEUVE LACROIX,92250,LA GARENNE COLOMBES,92035,,Commune,Commune de la Garenne-Colombes,55.0,,2.5,4.0,,"{""coordinates"": [2.235223999792921, 48.90426699959805], ""type"": ""Point""}","48.90426699959805, 2.235223999792921"
Villiers,Micro crèche,4 RUE DE VILLIERS,92300,LEVALLOIS,92044,01 47 31 51 65,Privé,Société La Maison Bleue - MC IDF 18,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.2829669998976456, 48.88720000000064], ""type"": ""Point""}","48.88720000000064, 2.2829669998976456"
Voltaire,Multi-accueil,42 44 RUE VOLTAIRE,92250,LA GARENNE COLOMBES,92035,01 56 05 88 20,Commune,Commune de la Garenne-Colombes,36.0,,12.0,4.0,,"{""coordinates"": [2.2492120004484963, 48.90453399997673], ""type"": ""Point""}","48.90453399997673, 2.2492120004484963"
Ancienne Mairie,Multi-accueil,11 BIS RUE DE L ANCIENNE MAIRIE,92100,BOULOGNE BILLANCOURT,92012,01 55 18 46 99,Commune,Commune de Boulogne-Billancourt,60.0,,2.5,4.0,,"{""coordinates"": [2.234023000408056, 48.8399029996968], ""type"": ""Point""}","48.8399029996968, 2.234023000408056"
Antony Jeanne d'Arc,Multi-accueil,3 5 RUE JEANNE D ARC,92160,ANTONY,92002,01 56 45 22 30,Privé,Société Crèche Attitude,55.0,,2.5,4.0,,"{""coordinates"": [2.3059519994932662, 48.757221999670634], ""type"": ""Point""}","48.757221999670634, 2.3059519994932662"
Aurore Gévelot,Multi-accueil,6 RUE CARLES VERNET,92310,SEVRES,92072,01 45 34 39 11,Commune,Commune de Sèvres,45.0,,2.5,4.0,,"{""coordinates"": [2.216488000510089, 48.815622999587355], ""type"": ""Point""}","48.815622999587355, 2.216488000510089"
Babees,Multi-accueil,21 AVENUE DU FORT,92120,MONTROUGE,92049,,Privé,Société Crèche Babees,30.0,,2.5,4.0,,"{""coordinates"": [2.3232179994514714, 48.811009000443484], ""type"": ""Point""}","48.811009000443484, 2.3232179994514714"
Babilou Antony Jean Moulin,Multi-accueil,22 RUE JEAN MOULIN,92160,ANTONY,92002,,Privé,Société Evancia,22.0,,2.5,4.0,5.0,"{""coordinates"": [2.308221999993855, 48.753028999896586], ""type"": ""Point""}","48.753028999896586, 2.308221999993855"
Babilou Boulogne Aguesseau,Multi-accueil,7 RUE D AGUESSEAU,92100,BOULOGNE BILLANCOURT,92012,01 48 25 30 00,Privé,Société Evancia,13.0,,2.5,4.0,5.0,"{""coordinates"": [2.2363189997815125, 48.84493800041743], ""type"": ""Point""}","48.84493800041743, 2.2363189997815125"
Babilou Clichy Gambetta,Multi-accueil,27 ALLEE LEON GAMBETTA,92110,CLICHY,92024,01 40 89 31 94,Privé,Société Evancia,40.0,,2.5,4.0,5.0,"{""coordinates"": [2.3101330006258425, 48.902886999957666], ""type"": ""Point""}","48.902886999957666, 2.3101330006258425"
Babilou Courbevoie Colombes,Multi-accueil,97 BIS RUE DE COLOMBES,92400,COURBEVOIE,92026,01 46 35 50 20,Privé,Société Evancia,35.0,,2.5,4.0,5.0,"{""coordinates"": [2.2559020002865875, 48.903434000086676], ""type"": ""Point""}","48.903434000086676, 2.2559020002865875"
Babilou Courbevoie Dubonnet 2,Multi-accueil,11 17 AVENUE DUBONNET,92400,COURBEVOIE,92026,,Privé,Société Evancia,60.0,,2.5,4.0,5.0,"{""coordinates"": [2.2622180005763206, 48.90210599979716], ""type"": ""Point""}","48.90210599979716, 2.2622180005763206"
Babilou Le Plessis Herriot,Multi-accueil,81 83 AVENUE EDOUARD HERRIOT,92350,LE PLESSIS ROBINSON,92060,01 45 37 39 50,Privé,Société Evancia,32.0,,2.5,4.0,5.0,"{""coordinates"": [2.2518640005846633, 48.78219000021386], ""type"": ""Point""}","48.78219000021386, 2.2518640005846633"
Babilou Le Plessis Libération,Multi-accueil,20 22 AVENUE DE LA LIBERATION,92350,LE PLESSIS ROBINSON,92060,,Privé,Société Evancia,55.0,,2.5,4.0,5.0,"{""coordinates"": [2.255332000219753, 48.77743100034762], ""type"": ""Point""}","48.77743100034762, 2.255332000219753"
Babilou Nanterre Bouvets,Multi-accueil,41/45 BOULEVARD DES BOUVETS,92000,NANTERRE,92050,,Privé,Société Evancia,30.0,,2.5,4.0,5.0,"{""coordinates"": [2.226933999811643, 48.89606599970081], ""type"": ""Point""}","48.89606599970081, 2.226933999811643"
Babilou Roguet Liberté,Multi-accueil,90 RUE DU GENERAL ROGUET,92110,CLICHY,92024,,Privé,Société Evancia,50.0,,2.5,4.0,5.0,"{""coordinates"": [2.313100000614164, 48.90906800010928], ""type"": ""Point""}","48.90906800010928, 2.313100000614164"
Babilou Suresnes Forest,Multi-accueil,31 RUE FERNAND FOREST,92150,SURESNES,92073,,Privé,Société Evancia,24.0,,2.5,4.0,5.0,"{""coordinates"": [2.219989999794815, 48.86270300016644], ""type"": ""Point""}","48.86270300016644, 2.219989999794815"
Babilou Suresnes Gallieni,Multi-accueil,28 QUAI GALLIENI,92150,SURESNES,92073,,Privé,Société Evancia,26.0,,2.5,4.0,5.0,"{""coordinates"": [2.2327799996738094, 48.87181600020819], ""type"": ""Point""}","48.87181600020819, 2.2327799996738094"
Baby d'Ailleurs,Multi-accueil,1 RUE DU CLOS MUNIER,92130,ISSY LES MOULINEAUX,92040,01 41 46 18 60,Privé,Société People and Baby,15.0,,2.5,4.0,,"{""coordinates"": [2.2540460000048825, 48.82280799993265], ""type"": ""Point""}","48.82280799993265, 2.2540460000048825"
Baby Montessori Suresnes,Micro crèche,18 21 RUE DE LA POTERIE,92150,SURESNES,92073,,Privé,Société Baby Montessory 78,12.0,,4.0,4.0,,"{""coordinates"": [2.212901000621252, 48.86245399980531], ""type"": ""Point""}","48.86245399980531, 2.212901000621252"
Barbotine,Multi-accueil,8 RUE RAPHAEL,92600,ASNIERES SUR SEINE,92004,,Privé,Société La Maison Bleue,30.0,,2.5,4.0,,"{""coordinates"": [2.26688100017834, 48.906558000424106], ""type"": ""Point""}","48.906558000424106, 2.26688100017834"
Basch,Micro crèche,40 RUE VICTOR BASCH,92120,MONTROUGE,92049,,Privé,Société La Maison Bleue -MC IDF 17,10.0,,2.5,4.0,5.0,"{""coordinates"": [2.320387999827243, 48.812219999923556], ""type"": ""Point""}","48.812219999923556, 2.320387999827243"
Berlioz - SAF,Accueil familial,2 RUE HECTOR BERLIOZ,92230,GENNEVILLIERS,92036,01 47 94 89 67,Commune,Commune de Gennevilliers,50.0,50.0,2.5,4.0,,"{""coordinates"": [2.2863529995648384, 48.92928900024406], ""type"": ""Point""}","48.92928900024406, 2.2863529995648384"
Bulles de crèches Rueil-Malmaison,Micro crèche,5 RUE BECQUET,92500,RUEIL MALMAISON,92063,,Privé,Société Trois Petits Chats,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.1820270001296462, 48.87981900000857], ""type"": ""Point""}","48.87981900000857, 2.1820270001296462"
Bulles de crèches Suresnes 2,Micro crèche,45 BIS RUE WORTH,92150,SURESNES,92073,,Privé,Société Le Manège Enchanté,12.0,,2.5,4.0,5.0,"{""coordinates"": [2.220679000174912, 48.86980000044647], ""type"": ""Point""}","48.86980000044647, 2.220679000174912"
Cacahuète,Multi-accueil,79 RUE DE SEVRES,92100,BOULOGNE BILLANCOURT,92012,09 66 85 02 19,Privé,Société La Maison Bleue,24.0,,2.5,4.0,6.0,"{""coordinates"": [2.2290629997168177, 48.83316099975357], ""type"": ""Point""}","48.83316099975357, 2.2290629997168177"
Cannelle,Multi-accueil,109 AVENUE ARISTIDE BRIAND,92120,MONTROUGE,92049,01 46 55 76 92,Privé,Société LMB Montrouge,60.0,,2.5,4.0,,"{""coordinates"": [2.3262320003380283, 48.81287099968645], ""type"": ""Point""}","48.81287099968645, 2.3262320003380283"
Cap Enfants Les Louvresses,Multi-accueil,12 AVENUE DES LOUVRESSES,92230,GENNEVILLIERS,92036,01 41 21 11 94,Privé,Société Cap Enfants,70.0,,2.5,4.0,,"{""coordinates"": [2.305868000142904, 48.94364200031882], ""type"": ""Point""}","48.94364200031882, 2.305868000142904"
Capucine,Multi-accueil,16 RUE MANOURY,92270,BOIS COLOMBES,92009,01 42 42 67 51,Commune,Commune de Bois-Colombes,54.0,8.0,2.5,4.0,,"{""coordinates"": [2.2731839994270144, 48.91802200019661], ""type"": ""Point""}","48.91802200019661, 2.2731839994270144"
Capucine,Multi-accueil,55 RUE GAMBETTA,92400,COURBEVOIE,92026,09 67 40 38 27,Privé,Société La Maison Bleue - Ile de France,50.0,,2.5,4.0,5.0,"{""coordinates"": [2.2470160003437027, 48.89364799955753], ""type"": ""Point""}","48.89364799955753, 2.2470160003437027"
Carnot,Multi-accueil,9 BOULEVARD CARNOT,92340,BOURG LA REINE,92014,01 41 87 23 95,Commune,Commune de Bourg-la-Reine,20.0,,2.5,4.0,5.0,"{""coordinates"": [2.317042999412543, 48.77910400023513], ""type"": ""Point""}","48.77910400023513, 2.317042999412543"
Charaire,Multi-accueil,RUE MICHEL CHARAIRE,92330,SCEAUX,92071,01 41 13 93 69,Commune,Commune de Sceaux,45.0,,2.5,4.0,5.0,"{""coordinates"": [2.2937249997899447, 48.77805899983489], ""type"": ""Point""}","48.77805899983489, 2.2937249997899447"
Claudine Olivier central Park,Micro crèche,7 RUE PASTEUR,92300,LEVALLOIS,92044,,Privé,Société Claudine Olivier,11.0,,2.5,4.0,,"{""coordinates"": [2.286124000253878, 48.89352300041049], ""type"": ""Point""}","48.89352300041049, 2.286124000253878"
Clef de Sol,Multi-accueil,2 RUE ALBERT 1ER,92330,SCEAUX,92071,01 72 22 44 10,Commune,Commune de Sceaux,41.0,,2.5,4.0,5.0,"{""coordinates"": [2.300208000012749, 48.78118399973201], ""type"": ""Point""}","48.78118399973201, 2.300208000012749"
